STT,Ma so thue,Ten cong ty,Ngay cuoi,Note,,,,,,
1004,0314290525,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI HÓA CHẤT NHẬT AN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1005,0315194870,CÔNG TY TNHH BÁN BUÔN MÁY MÓC PHỤ TÙNG CƠ KHÍ TRƯỜNG HẢI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1006,0314311817,CÔNG TY TNHH SỬA CHỮA BUÔN BÁN PHỤ TÙNG Ô TÔ AN KHIẾT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1007,0315701129,CÔNG TY TNHH  DỊCH VỤ NHÀ HÀNG BIỂN ĐÔNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1008,0316014841,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG BIỂN RỪNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1009,0315689087,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN CHUYỂN HÀNG HÓA TOÀN CẦU XANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1010,0312996876,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH THIẾT BỊ LƯỚI ĐIỆN TOÀN CẦU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1011,0316860072,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT VÀ CHẾ BIẾN GỖ NANOTEC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1012,0313720969,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT NGA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1013,0315616699,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ DỆT MAY HƯNG THỊNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1014,3603319602,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TIN HỌC NGỌC THỨ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1015,0304515392,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN THIẾT KẾ XÂY DỰNG HOÀNG TÂM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1016,0314522254,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI VLXD VÀ XÂY DỰNG DƯƠNG MINH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1017,0313012204,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG QUỐC MẠNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1018,0314555940,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NHỰA MẶT TRỜI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1019,0315209492,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ DỆT MAY GIA ĐỊNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1020,0315950220,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI VÀ NHIÊN LIỆU MIPECO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1021,0315188725,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI DỊCH VỤ AN PHÁT ĐẠT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1022,0315772754,CÔNG TY TNHH KHÁCH SẠN NHÀ HÀNG THUYỀN BUỒM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1023,0305237483,CÔNG TY TNHH THƯƠNG MẠI MÔI TRƯỜNG THẾ PHONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1024,0314306655,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MÔI TRƯỜNG BRAND,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1025,0316859239,CÔNG TY TNHH TM SX NHỰA VÀ IN ẤN BAO BÌ BẢO KHÔI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1026,0316859479,CÔNG TY TNHH TM DV NHÀ HÀNG HAI LÚA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1027,0316878055,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT MÁY MÓC VÀ CƠ KHÍ NGỌC ĐỨC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1028,0316875664,CÔNG TY TNHH TM DV GIAO NHẬN VẬN TẢI TUẤN ANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1029,0316854304,CÔNG TY TNHH TM DV XÂY DỰNG THANH TÚ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1030,0316861742,CÔNG TY TNHH SẢN XUẤT CHẾ BIẾN GỖ VÀ NỘI THẤT VĂN THƯƠNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1031,0316860971,CÔNG TY TNHH TM DV VPP VÀ TIN HỌC HOÀI NAM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1032,0315732529,CÔNG TY TNHH KIM NHẬT VIỆT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1033,0314227548,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG ĐO ĐẠC MINH THÁI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1034,0316141409,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG HOA SƠN QUÁN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1035,0316872938,CÔNG TY TNHH VẬN CHUYỂN HÀNG HÓA ĐÔNG TÂY,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1036,0314744313,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP HOA SEN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1037,0316067000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PCCC VÀ BHLD PHƯƠNG ANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1038,3602450629,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN CHUYỂN MINH THU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1039,0313815025,CÔNG TY TNHH SẢN XUẤT GIẤY VÀ BAO BÌ GIA HÂN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1040,0315614081,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI PHÚC ĐẠI HƯNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1041,0312146389,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ XÂY DỰNG HOÀNG THIÊN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1042,0314938245,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ VẬN TẢI HOA LÂM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1043,0312292580,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN TẢI QUANG NGUYỄN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1044,0315224645,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÀ HÀNG ĐIỂM HẸN SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1045,0315706984,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN LỬA VIỆT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1046,0312376865,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN ÁNH TRĂNG BẠC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1047,0315077239,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN ĐẠI PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1048,0314495868,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ QUẢNG CÁO THĂNG LONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1049,0312583269,CÔNG TY TNHH DỊCH VỤ QUẢNG CÁO THẮNG LỢI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1050,0314689422,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT ÚC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1051,0314645577,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP MẠNH PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1052,0314539995,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ NHẬT DUY,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1053,0313600975,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC TẾ THIÊN VÂN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1054,0314000716,CÔNG TY TNHH HÓA CHẤT ECOCHEM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1055,0313162859,CÔNG TY TNHH XÂY DỰNG GIAO THÔNG THỦY HỒNG LAM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1056,0315851692,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THỜI TRANG MAY MẶC THANH HÀ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1057,0312051031,CÔNG TY TNHH KINH DOANH VẬT LIỆU XÂY DỰNG ĐỒNG TIẾN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1058,0313423518,CÔNG TY TNHH KINH DOANH VLXD AN ĐẠI DƯƠNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1059,0315661557,CÔNG TY TNHH TMDV VÀ ĐẦU TƯ QUANG ANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1060,0309590160,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG HƯƠNG THẢO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1061,0314945884,CÔNG TY TNHH ĐTTM VÀ XÂY DỰNG HOÀNG GIA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1062,0315025819,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI MỘC THANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1063,0314819375,CÔNG TY TNHH DU LỊCH VẬN TẢI NHÀ HÀNG KHÁCH SẠN VƯỜN CAU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1064,0315040831,CÔNG TY TNHH DU LỊCH NHÀ HÀNG KHÁCH SẠN NHỮNG NGƯỜI BẠN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1065,0315089410,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP MAVYCO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1066,0315964054,CÔNG TY TNHH XNK SẢN XUẤT VÀ CHẾ BIẾN LƯƠNG THỰC MINH TÂM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1067,0315381648,CÔNG TY TNHH SẢN XUẤT IN ẤN BAO BÌ VÀ HÓA CHẤT THẾ GIA PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1068,0316218644,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI PHÚC HÒA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1069,0313891594,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG ĐẶNG SA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1070,0314064300,CÔNG TY TNHH KINH DOANH GỖ VÀ TRANG TRÍ NỘI NGOẠI THẤT NHẬT ANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1071,0315279771,CÔNG TY TNHH XNK VÀ KINH DOANH XĂNG DẦU FULE SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1072,0314434174,CÔNG TY TNHH SỬA CHỮA VÀ BÁN BUÔN PHỤ TÙNG Ô TÔ QUỐC HƯNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1073,0315045558,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MAY MẶC VIỆT TIẾN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1074,0316858161,CÔNG TY TNHH VĂN PHÒNG PHẨM VÀ TIN HỌC THUẬN CƯỜNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1075,0313105850,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO VÀ GIẢI TRÍ LÊ DUY,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1076,0313090428,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VIỆT PHÚC NGÂN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1077,0312929206,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG ẨM THỰC HẢI ĐĂNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1078,0310385575,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN TẢI HIỂU MINH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1079,0311024606,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HOA THỦY MỘC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1080,0314941488,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT MÁY MÓC THIẾT BỊ BÌNH MINH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1081,0316034894,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÀ HÀNG NĂM LỬA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1082,0314102443,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐÔNG ĐẠI VIỆT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1083,0314047111,0,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1084,0315034267,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG TTC VIỆT NAM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1085,0315144439,CÔNG TY TNHH TM DV THU GOM PHẾ LIỆU VÀ KINH DOANH SẮT THÉP MINH NHẬT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1086,0315273466,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ GIA KHÁNH PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1087,0315392833,CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ KINH DOANH NHIÊN LIỆU CAGICO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1088,0314754696,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG KIẾN TRÚC THĂNG HOA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1089,0314350848,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VLXD ĐÔNG SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1090,0314343706,0,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1091,0302436988,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẮP VÀ VẬN TẢI HẢI ÂU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1092,0314493211,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẤP VÀ VẬN TẢI SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1093,0314818910,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẤP VÀ VẬN TẢI MIỀN TÂY,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1094,0313522572,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PCCC VÀ BHLD ĐẠI TẤN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1095,0313625641,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VLXD VÀ XÂY DỰNG VIỆT NHẬT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1096,0314654324,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIẾT BỊ ĐIỆN VÀ XÂY LẮP HÒA PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1097,0314955307,CÔNG TY TNHH SỬA CHỮA VÀ BÁN BUÔN PHỤ TÙNG Ô TÔ HOÀNG MINH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1098,0315019854,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT NHỰA VÀ BAO BÌ PHÁT LỘC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1099,0311901085,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN CHUYỂN SƠN HÀ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1100,0315188041,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI XÂY DỰNG TÂN HIỆP PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1101,0315272328,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT HÀN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1102,0314258698,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI SẮT THÉP VÀ PHẾ LIỆU SEN VÀNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1103,0315222091,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CƠ KHÍ MÁY MÓC SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1104,0315487267,CÔNG TY TNHH DỊCH VỤ CUNG ỨNG LAO ĐỘNG ĐÔNG DƯƠNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1105,0315291338,CÔNG TY CỔ PHẦN THƯƠNG MẠI SẢN XUẤT VÀ CHẾ BIẾN GỖ MINH KHAI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1106,0315610778,0,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1107,0315264020,CÔNG TY TNHH THIẾT KẾ ĐẦU TƯ XÂY DỰNG TÂN HÒA PHÁT ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1108,0313316989,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI SẢN XUẤT VÀ THU GOM PHẾ LIỆU TẤN TÀI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1109,0312684877,CÔNG TY TNHH THƯƠNG MẠI QUÝ TÂN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1110,0315151274,CÔNG TY TNHH THƯƠNG MẠI HIỀN LONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1111,0317118106,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI PHẠM THIÊN ÂN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1112,0317033413,CÔNG TY TNHH THƯƠNG MẠI THIẾT KẾ XÂY DỰNG GIA HƯNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1113,0317147604,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VÀ BẤT ĐỘNG SẢN GIA HUY,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1114,0317032988,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG CƠ SỞ HẠ TẦNG QUANG KHẢI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1115,0317030388,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VÀ SAN LẤP MINH KHANG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1116,0317027138,CÔNG TY TNHH BÁN BUÔN VLXD VÀ TRANG TRÍ NỘI NGOẠI THẤT PHÚC LÂM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1117,0317028678,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG VÀ XÂY LẮP THƯƠNG MẠI BẢO LONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1118,0317031198,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN CHUYỂN MINH ANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1119,0317028621,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI VŨ TÂN PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1120,0317030282,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI ĐỨC BÌNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1121,0317120377,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ PHẠM HỮU ĐẠT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
1122,0317030412,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT VŨ MINH ĐỨC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2408/CQDT,CA Phú Thọ",,,,,,
